<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD000TOM,D,20200203,000000,1.1081500,1.1083800,1.1035900,1.1058000,62064000
EURUSD000TOM,D,20200204,000000,1.1053500,1.1060000,1.1032000,1.1041500,35718000
EURUSD000TOM,D,20200205,000000,1.1035600,1.1046500,1.0993700,1.0998600,28588000
EURUSD000TOM,D,20200206,000000,1.0997400,1.1006900,1.0963500,1.0980000,27931000
EURUSD000TOM,D,20200207,000000,1.0979400,1.0979400,1.0944000,1.0947400,24184000
EURUSD000TOM,D,20200210,000000,1.0947800,1.0955000,1.0908500,1.0909000,33299000
EURUSD000TOM,D,20200211,000000,1.0910100,1.0924000,1.0891600,1.0920600,21434000
EURUSD000TOM,D,20200212,000000,1.0905000,1.0924200,1.0865000,1.0870400,41955000
EURUSD000TOM,D,20200213,000000,1.0869000,1.0886700,1.0832500,1.0843000,24966000
EURUSD000TOM,D,20200214,000000,1.0840000,1.0860200,1.0832600,1.0837500,25535000
EURUSD000TOM,D,20200217,000000,1.0837900,1.0847900,1.0829000,1.0832400,40946000
EURUSD000TOM,D,20200218,000000,1.0828800,1.0836500,1.0785400,1.0791500,46544000
EURUSD000TOM,D,20200219,000000,1.0798000,1.0807500,1.0783000,1.0807500,25254000
EURUSD000TOM,D,20200220,000000,1.0787400,1.0817400,1.0777700,1.0786000,80225000
EURUSD000TOM,D,20200221,000000,1.0790600,1.0862100,1.0790600,1.0850500,27235000
EURUSD000TOM,D,20200225,000000,1.0846600,1.0889000,1.0829000,1.0881800,72740000
EURUSD000TOM,D,20200226,000000,1.0871600,1.0905000,1.0855000,1.0887700,67765000
EURUSD000TOM,D,20200227,000000,1.0908000,1.1003300,1.0907800,1.0990000,101593000
EURUSD000TOM,D,20200228,000000,1.1001700,1.1052000,1.0951000,1.1041000,117625000
EURUSD000TOM,D,20200302,000000,1.1044000,1.1183000,1.1040800,1.1145000,117909000
EURUSD000TOM,D,20200303,000000,1.1141200,1.1212500,1.1096400,1.1176500,211249000
EURUSD000TOM,D,20200304,000000,1.1158000,1.1185200,1.1096000,1.1131000,112260000
EURUSD000TOM,D,20200305,000000,1.1132500,1.1199000,1.1122900,1.1186100,47347000
EURUSD000TOM,D,20200306,000000,1.1225100,1.1352000,1.1223000,1.1315500,94176000
EURUSD000TOM,D,20200310,000000,1.1343200,1.1400000,1.1275200,1.1283600,172488000
EURUSD000TOM,D,20200311,000000,1.1363400,1.1364900,1.1258200,1.1274500,99116000
EURUSD000TOM,D,20200312,000000,1.1288100,1.1316700,1.1054200,1.1171000,190005000
EURUSD000TOM,D,20200313,000000,1.1195300,1.1212000,1.1055000,1.1106600,184331000
EURUSD000TOM,D,20200316,000000,1.1137900,1.1237200,1.1095000,1.1173000,106972000
EURUSD000TOM,D,20200317,000000,1.1157800,1.1157800,1.0956000,1.1000000,169104000
EURUSD000TOM,D,20200318,000000,1.1008400,1.1019900,1.0803100,1.0905100,78865000
EURUSD000TOM,D,20200319,000000,1.0924000,1.0949900,1.0656600,1.0699900,110997000
EURUSD000TOM,D,20200320,000000,1.0752600,1.0830500,1.0636300,1.0666000,60801000
EURUSD000TOM,D,20200323,000000,1.0734600,1.0820000,1.0669500,1.0730600,36507000
EURUSD000TOM,D,20200324,000000,1.0828600,1.0887600,1.0747600,1.0791000,58137000
EURUSD000TOM,D,20200325,000000,1.0822000,1.0891800,1.0786200,1.0891000,50805000
EURUSD000TOM,D,20200326,000000,1.0899400,1.1057700,1.0890100,1.1036400,57517000
EURUSD000TOM,D,20200327,000000,1.1051800,1.1143900,1.0956400,1.1134800,54918000
EURUSD000TOM,D,20200330,000000,1.1063600,1.1090500,1.1012600,1.1044800,29423000
EURUSD000TOM,D,20200331,000000,1.0998000,1.1070000,1.0730000,1.1031000,58210000
EURUSD000TOM,D,20200401,000000,1.0978600,1.0992000,1.0902800,1.0967000,18743000
EURUSD000TOM,D,20200402,000000,1.0946400,1.0951200,1.0821500,1.0853900,28183000
EURUSD000TOM,D,20200403,000000,1.0827200,1.0831600,1.0775000,1.0809600,22021000
EURUSD000TOM,D,20200406,000000,1.0808000,1.0826600,1.0770000,1.0792400,33724000
EURUSD000TOM,D,20200407,000000,1.0858000,1.1000000,1.0852500,1.0900500,53079000
EURUSD000TOM,D,20200408,000000,1.0856600,1.0886800,1.0845400,1.0850000,17652000
EURUSD000TOM,D,20200409,000000,1.0860400,1.0950000,1.0850200,1.0925000,71157000
EURUSD000TOM,D,20200410,000000,1.0948000,1.0953200,1.0933400,1.0939100,28668000
EURUSD000TOM,D,20200413,000000,1.0965400,1.0966800,1.0893200,1.0911000,31461000
EURUSD000TOM,D,20200414,000000,1.0929400,1.0986000,1.0915400,1.0981000,26867000
EURUSD000TOM,D,20200415,000000,1.0961400,1.0966500,1.0857800,1.0908000,44302000
EURUSD000TOM,D,20200416,000000,1.0886600,1.0899600,1.0819300,1.0832200,29778000
EURUSD000TOM,D,20200417,000000,1.0854000,1.0890900,1.0813800,1.0873500,40030000
EURUSD000TOM,D,20200420,000000,1.0854200,1.0894500,1.0851000,1.0860000,21913000
EURUSD000TOM,D,20200421,000000,1.0843800,1.0878800,1.0817200,1.0857200,26497000
EURUSD000TOM,D,20200422,000000,1.0860500,1.0882500,1.0805000,1.0826000,49423000
EURUSD000TOM,D,20200423,000000,1.0814700,1.0840000,1.0756200,1.0779000,56946000
EURUSD000TOM,D,20200424,000000,1.0739000,1.0822000,1.0726800,1.0822000,44609000
EURUSD000TOM,D,20200427,000000,1.0851900,1.0858700,1.0817700,1.0825200,33470000
EURUSD000TOM,D,20200428,000000,1.0817900,1.0887800,1.0817400,1.0822100,41286000
EURUSD000TOM,D,20200429,000000,1.0843000,1.0884200,1.0839500,1.0873800,19339000
EURUSD000TOM,D,20200430,000000,1.0878100,1.0970000,1.0835500,1.0951000,49125000
EURUSD000TOM,D,20200504,000000,1.0933600,1.0946500,1.0892600,1.0905500,7655000
EURUSD000TOM,D,20200505,000000,1.0905500,1.0930000,1.0829000,1.0837200,7524000
EURUSD000TOM,D,20200506,000000,1.0830000,1.0834000,1.0783400,1.0793400,40480000
EURUSD000TOM,D,20200507,000000,1.0792200,1.0832200,1.0767300,1.0830000,60842000
