<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDRUB,D,20200430,000000,73.0925000,74.6256400,72.5481000,74.3302000,1136891
USDRUB,D,20200501,000000,74.3300000,75.7859400,74.0390000,75.3756000,102301
USDRUB,D,20200503,000000,75.4000000,75.6042000,75.0050000,75.2800000,9799
USDRUB,D,20200504,000000,75.4682000,75.9513000,74.3960000,74.4150000,798540
USDRUB,D,20200505,000000,74.6150000,74.9519000,73.3900000,73.7604000,763424
USDRUB,D,20200506,000000,73.7606000,75.0018400,73.2800000,74.5723000,952393
USDRUB,D,20200507,000000,74.5957000,74.6019000,73.5242000,73.9578000,845947
USDRUB,D,20200508,000000,73.8883000,74.2876000,73.0302000,73.3200000,760175
USDRUB,D,20200510,000000,73.3200000,73.5725000,72.9640000,73.3713000,309
USDRUB,D,20200511,000000,73.3653000,73.9905000,73.0240000,73.6465000,88264
USDRUB,D,20200512,000000,73.6317000,73.8857000,72.9025000,73.5625000,738952
USDRUB,D,20200513,000000,73.5596000,74.2649400,73.0430000,74.0383000,971614
USDRUB,D,20200514,000000,73.9220000,74.4830000,73.3200000,73.7869000,1183470
USDRUB,D,20200515,000000,73.7871000,73.8707400,72.9344000,73.3377000,874283
USDRUB,D,20200517,000000,73.3170000,73.8429000,73.3170000,73.4920000,820
USDRUB,D,20200518,000000,73.6049000,73.7000000,72.4720000,72.6512000,969484
USDRUB,D,20200519,000000,72.6519000,72.7750000,72.1503000,72.5238000,1000355
USDRUB,D,20200520,000000,72.5232000,72.6338000,70.8290000,71.1812000,482833
USDRUB,D,20200521,000000,71.1971000,71.4625000,70.5420000,70.7070000,1012408
USDRUB,D,20200522,000000,71.0183000,72.1049900,70.6080000,71.4480000,922759
USDRUB,D,20200524,000000,71.3750000,71.6796000,71.3730000,71.4150000,331
USDRUB,D,20200525,000000,71.4148000,71.8785000,71.0050000,71.5530000,321509
USDRUB,D,20200526,000000,71.6592000,71.7072000,70.4660000,70.8018000,947356
USDRUB,D,20200527,000000,70.8011000,71.4773100,70.5890000,70.8506000,974699
USDRUB,D,20200528,000000,70.8400000,71.2133900,70.0724000,70.4083000,1063505
USDRUB,D,20200529,000000,70.4163000,70.8470900,70.0310000,70.1716000,1095771
USDRUB,D,20200531,000000,70.2657000,70.4183000,69.8430000,70.3089000,1556
USDRUB,D,20200601,000000,70.2166000,70.3565000,68.8460000,68.9300000,880308
USDRUB,D,20200602,000000,69.0693000,69.1430000,68.5160000,68.6240000,835476
USDRUB,D,20200603,000000,68.6576000,68.9310000,68.1230000,68.4742000,1060187
USDRUB,D,20200604,000000,68.4145000,69.5463000,68.1810000,69.0662000,789280
USDRUB,D,20200605,000000,69.0699000,69.1112000,68.1991000,68.5768000,521275
USDRUB,D,20200607,000000,68.5560000,68.5810000,67.9770000,68.0760000,2080
USDRUB,D,20200608,000000,68.1260000,68.6312500,67.9863000,68.0675000,499393
USDRUB,D,20200609,000000,68.0550000,68.9496500,67.9570000,68.5633000,962591
USDRUB,D,20200610,000000,68.5270000,68.9307600,68.1460000,68.4244000,1062218
USDRUB,D,20200611,000000,68.4242000,70.2688000,68.2300000,70.0805000,1123513
USDRUB,D,20200612,000000,70.0790000,70.4647000,69.1335000,69.6639000,50963
USDRUB,D,20200614,000000,69.6339000,70.0819000,69.5396000,69.5589000,908
USDRUB,D,20200615,000000,69.5587000,70.5432200,69.5010000,69.5338000,1037099
USDRUB,D,20200616,000000,69.5534000,69.9431100,69.1182000,69.4352000,1166525
USDRUB,D,20200617,000000,69.4360000,69.8881300,69.1270000,69.6417000,939748
USDRUB,D,20200618,000000,69.3970000,70.0986000,69.0753000,69.6940000,506697
USDRUB,D,20200619,000000,69.7570000,69.9525000,69.1182000,69.3250000,520960
USDRUB,D,20200621,000000,69.3250000,69.7548000,69.3210000,69.6945000,1636
USDRUB,D,20200622,000000,69.5890000,69.7291000,68.8640000,68.8890000,473216
USDRUB,D,20200623,000000,68.8890000,69.5587000,68.4886000,68.7487000,398555
USDRUB,D,20200624,000000,68.7370000,69.6350000,68.6249000,69.4652000,37804
USDRUB,D,20200625,000000,69.4572000,69.7246200,68.8290000,69.0666000,864840
USDRUB,D,20200626,000000,69.0668000,69.9960300,68.8090000,69.7700000,959253
USDRUB,D,20200628,000000,69.7250000,69.9065000,69.5250000,69.5530000,577
USDRUB,D,20200629,000000,69.7490000,70.4370000,69.5520000,70.1453000,967314
USDRUB,D,20200630,000000,70.1468000,71.3317400,69.9250000,71.1907000,487194
USDRUB,D,20200701,000000,71.1750000,71.2762000,70.5100000,70.6459000,54095
USDRUB,D,20200702,000000,70.6477000,70.7042900,70.1166000,70.4667000,996426
USDRUB,D,20200703,000000,70.4771000,71.6659200,70.1500000,71.3409000,357504
USDRUB,D,20200705,000000,71.2750000,71.5731000,71.2750000,71.3545000,384
USDRUB,D,20200706,000000,71.3549000,72.1119000,70.7490000,71.8073000,830788
USDRUB,D,20200707,000000,71.7440000,72.3085800,71.0520000,71.2760000,1072542
USDRUB,D,20200708,000000,71.4433000,71.6960000,70.9725000,71.0790000,832762
USDRUB,D,20200709,000000,71.2766000,71.3521000,70.4277000,70.6050000,1000929
USDRUB,D,20200710,000000,70.7494000,71.4300000,70.5851000,70.8028000,954292
USDRUB,D,20200712,000000,71.0518000,71.0518000,70.5910000,70.6650000,1388
USDRUB,D,20200713,000000,70.6580000,71.0476000,70.4250000,70.9100000,742571
USDRUB,D,20200714,000000,70.9089000,71.3362600,70.6500000,70.7830000,997425
USDRUB,D,20200715,000000,70.7280000,71.1153000,70.5800000,71.0064000,921596
USDRUB,D,20200716,000000,71.0065000,71.6130000,70.5960000,71.5576000,905465
USDRUB,D,20200717,000000,71.5503000,71.9965000,71.3600000,71.8866000,348055
USDRUB,D,20200719,000000,72.0092000,72.0173000,71.5550000,71.8370000,1324
USDRUB,D,20200720,000000,71.7130000,72.1394700,71.2010000,71.2010000,382335
USDRUB,D,20200721,000000,71.3286000,71.4474000,70.4030000,70.5840000,881960
USDRUB,D,20200722,000000,70.6947000,71.2865600,70.5221000,71.1632000,498287
USDRUB,D,20200723,000000,71.1694000,71.6265300,70.7616000,71.3026000,1102032
USDRUB,D,20200724,000000,71.2781000,71.9983300,71.0810000,71.5330000,427588
USDRUB,D,20200726,000000,71.6668000,72.2690000,71.4810000,71.7181000,1165
USDRUB,D,20200727,000000,71.7341000,71.9618000,71.3097000,71.5685000,454639
USDRUB,D,20200728,000000,71.5900000,72.6920000,71.3630000,72.4942000,435710
USDRUB,D,20200729,000000,72.4915000,72.8673000,71.9996000,72.5179000,442675
USDRUB,D,20200730,000000,72.5908000,73.7860000,72.4226000,73.6981000,1149999
USDRUB,D,20200731,000000,73.8766000,74.5050000,72.9650000,74.2200000,524134
USDRUB,D,20200802,000000,74.2200000,74.2616000,73.7310000,74.0781000,802
USDRUB,D,20200803,000000,74.0780000,74.6070000,72.8830000,73.0679000,1277340
USDRUB,D,20200804,000000,73.0678000,74.0280000,72.8500000,73.3490000,1330951
USDRUB,D,20200805,000000,73.4107000,73.5610000,72.5790000,72.8229000,1089764
USDRUB,D,20200806,000000,72.8228000,73.9800000,72.5120000,73.2005000,486807
USDRUB,D,20200807,000000,73.1662000,73.9182000,73.0000000,73.7130000,510939
USDRUB,D,20200809,000000,73.7317000,74.1700000,73.2201000,73.4100000,550
USDRUB,D,20200810,000000,73.7381000,74.2055000,72.8130000,73.5367000,980789
USDRUB,D,20200811,000000,73.5386000,73.6500000,72.6337000,73.0090000,559700
USDRUB,D,20200812,000000,73.0588000,73.8410000,72.9480000,73.6931000,514628
USDRUB,D,20200813,000000,73.8012000,73.8514000,72.7170000,72.8090000,503622
USDRUB,D,20200814,000000,72.8962000,73.4804100,72.7410000,72.8456000,457594
USDRUB,D,20200816,000000,72.8536000,73.1300000,72.7240000,72.9618000,1380
USDRUB,D,20200817,000000,72.9559000,73.8010000,72.6840000,73.6417000,871296
USDRUB,D,20200818,000000,73.6330000,73.7650000,72.8550000,73.0241000,993427
USDRUB,D,20200819,000000,73.0046000,73.5744400,72.7640000,73.1590000,931973
USDRUB,D,20200820,000000,73.2700000,74.1875000,73.1080000,73.8813000,962167
USDRUB,D,20200821,000000,73.9000000,75.0670000,73.6238000,74.7692000,475556
USDRUB,D,20200823,000000,74.8450000,74.9200000,74.2260000,74.6790000,1203
